"location","source","target"
"","Grant access based on comparison of the two user contexts. For example, to grant access to a user to view their own profile, choose ""logged in user"" and ""user being viewed"" and say ""grant access if equal"". When they're the same, access will be granted.",""
"","Grant access if user contexts are",""
"","Not equal",""
"","Create nodes of the same type",""
"","Using built in Drupal node access rules, determine if the user can perform the selected operation on the node.",""
"","@user can view @node.",""
"","@user can edit @node.",""
"","@user can delete @node.",""
"","@user can create nodes of the same type as @node.",""
"","Node: language",""
"","Control access by node language.",""
"","Current site language",""
"","Pass only if the node is in one of the selected languages.",""
"","@identifier is in any language",""
"","@identifier language is ""@languages""",""
"","@identifier language is one of ""@languages""",""
"","Only the checked node types will be valid.",""
"","@identifier is any node type",""
"","@identifier is type ""@types""",""
"","@identifier type is one of ""@types""",""
"","Only users with the selected permission flag will be able to access this.",""
"","Error, unset permission",""
"","@identifier has ""@perm""",""
"","Control access through arbitrary PHP code.",""
"","Administrative desc",""
"","A description for this test for administrative purposes.",""
"","Access will be granted if the following PHP code returns <code>TRUE</code>. Do not include &lt;?php ?&gt;. Note that executing incorrect PHP-code can break your Drupal site. All contexts will be available in the <em>$contexts</em> variable.",""
"","You do not have sufficient permissions to edit PHP code.",""
"","Only the checked roles will be granted access.",""
"","@identifier can have any role",""
"","User: language",""
"","Control access by the language the user or site currently uses.",""
"","Pass only if the current site language is one of the selected languages.",""
"","Site language is any language",""
"","Site language is ""@languages""",""
"","Site language is one of ""@languages""",""
"","Taxonomy: vocabulary",""
"","@identifier is any vocabulary",""
"","@identifier vocabulary is ""@vids""",""
"","@identifier vocabulary is one of ""@vids""",""
"","Inject hierarchy into breadcrumb trail",""
"","Enter a taxonomy term ID.",""
"","Enter a taxonomy term name.",""
"","If checked, context keywords will be substituted in this content.",""
"","Link to author profile",""
"","Check here to link to the node author profile.",""
"","""@s"" author",""
"","""@s"" body",""
"","The navigation menu the book the node belongs to.",""
"","""@s"" created date",""
"","Node links go here.",""
"","""@s"" links",""
"","""@s"" title",""
"","Last updated date",""
"","""@s"" last updated date",""
"","""@s"" node form attach files",""
"","""@s"" node form publishing options",""
"","""@s"" node form book options",""
"","Node form buttons.",""
"","""@s"" node form submit buttons",""
"","""@s"" node form comment settings",""
"","""@s"" node form revision log",""
"","""@s"" node form menu settings",""
"","""@s"" node form path options",""
"","""@s"" node form author information",""
"","Profile category",""
"","Contents of a single profile category.",""
"","'%title' [node id %nid]",""
"","Reset identifier to node title",""
"","If checked, the identifier will be reset to the node title of the selected node.",""
"","Currently set to @term. Enter another term if you wish to change the term.",""
"","Select a term from @vocabulary.",""
"","Reset identifier to term title",""
"","If checked, the identifier will be reset to the term name of the selected term.",""
"","You must select a term.",""
"","Invalid term selected.",""
"","Configure Views to be used as CTools content.",""
"","Views content panes",""
"","Broken/missing/deleted view.",""
"","With pager.",""
"","Skipping first @count results",""
"","With feed icon.",""
"","Sending arguments.",""
"","Using arguments: @args",""
"","Link title to page",""
"","Provide a ""more"" link.",""
"","Num items",""
"","Select the number of items to display, or 0 to display all results.",""
"","Enter the number of items to skip; enter 0 to skip no items.",""
"","If this is set, override the View URL path; this can sometimes be useful to set to the panel URL.",""
"","Checked settings will be available in the panel pane config dialog for modification by the panels user. Unchecked settings will not be available and will only use the settings in this display.",""
"","Pager offset",""
"","Path override",""
"","Title override",""
"","This is the title that will appear for this view pane in the add content dialog. If left blank, the view name will be used.",""
"","This is text that will be displayed when the user mouses over the pane in the add content dialog. If blank the view description will be used.",""
"","This is category the pane will appear in on the add content dialog.",""
"","This is the default weight of the category. Note that if the weight of a category is defined in multiple places, only the first one Panels sees will get that definition, so if the weight does not appear to be working, check other places that the weight might be set.",""
"","Link pane title to view",""
"","Inherit path from panel display",""
"","If yes, all links generated by Views, such as more links, summary links, and exposed input links will go to the panels display path, not the view, if the display has a path.",""
"","Demonstration code, advanced help, and a demo panel to show how to build ctools plugins.",""
"","The CTools Plugin Example is simply a developer's demo of how to create plugins for CTools. It provides no useful functionality for an ordinary user.",""
